Match_ID,Season,Team1,Team2,Venue,City,Toss_Winner,Toss_Decision,Winner,Win_Margin,Win_Type,Win_By,Player_of_Match,Match_Type,Target_Score,Overs,Toss_Winner_Won_Match,Batting_First_Won
690,2018,Kings XI Punjab,Royal Challengers Bangalore,Narendra Modi Stadium,Ahmedabad,Kings XI Punjab,Bat,Kings XI Punjab,1,Wickets,1 wickets,David Miller,League,220,20,Yes,Yes
691,2018,Delhi Daredevils,Kings XI Punjab,M Chinnaswamy Stadium,Bangalore,Delhi Daredevils,Bat,Delhi Daredevils,84,Runs,84 runs,,League,159,20,Yes,Yes
692,2018,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Jaipur,Kolkata Knight Riders,Field,Kolkata Knight Riders,90,Runs,90 runs,Robin Uthappa,League,156,20,Yes,No
693,2018,Kolkata Knight Riders,Delhi Daredevils,Rajiv Gandhi International Stadium,Hyderabad,Delhi Daredevils,Bat,Kolkata Knight Riders,5,Wickets,5 wickets,Sunil Narine,League,145,20,No,No
694,2018,Mumbai Indians,Kings XI Punjab,Rajiv Gandhi International Stadium,Hyderabad,Mumbai Indians,Field,Mumbai Indians,29,Runs,29 runs,Tilak Varma,League,219,20,Yes,No
695,2018,Sunrisers Hyderabad,Rajasthan Royals,Shaheed Veer Narayan Singh International Stadium,Raipur,Rajasthan Royals,Field,Rajasthan Royals,2,Wickets,2 wickets,Ajinkya Rahane,League,154,20,Yes,No
696,2018,Kings XI Punjab,Delhi Daredevils,Holkar Cricket Stadium,Indore,Kings XI Punjab,Field,Delhi Daredevils,54,Runs,54 runs,Kevin Pietersen,Playoff,154,20,No,Yes
697,2018,Mumbai Indians,Royal Challengers Bangalore,MA Chidambaram Stadium,,Mumbai Indians,Bat,Royal Challengers Bangalore,85,Runs,85 runs,Faf du Plessis,Playoff,173,20,No,No
698,2018,Rajasthan Royals,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,Raipur,Kings XI Punjab,Field,Rajasthan Royals,24,Runs,24 runs,Riyan Parag,Playoff,188,20,No,Yes
699,2018,Delhi Daredevils,Mumbai Indians,HPCA Stadium,Dharamsala,Delhi Daredevils,Field,Mumbai Indians,54,Runs,54 runs,Rohit Sharma,Final,219,20,No,Yes
700,2018,Chennai Super Kings,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi,Chennai Super Kings,Field,Sunrisers Hyderabad,49,Runs,49 runs,Wriddhiman Saha,Playoff,219,20,No,Yes
701,2019,Sunrisers Hyderabad,Chennai Super Kings,Holkar Cricket Stadium,Indore,Chennai Super Kings,Field,Chennai Super Kings,8,Wickets,8 wickets,Deepak Chahar,League,201,20,Yes,No
702,2019,Rajasthan Royals,Delhi Capitals,VCA Stadium,Nagpur,Rajasthan Royals,Bat,Delhi Capitals,69,Runs,69 runs,Axar Patel,League,217,20,No,No
703,2019,Chennai Super Kings,Kolkata Knight Riders,Feroz Shah Kotla,Delhi,Chennai Super Kings,Bat,Kolkata Knight Riders,26,Runs,26 runs,BB McCullum,League,200,20,No,No
704,2019,Mumbai Indians,Delhi Capitals,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,Field,,29,Runs,29 runs,Shikhar Dhawan,League,211,20,No,Yes
705,2019,Sunrisers Hyderabad,Rajasthan Royals,Maharashtra Cricket Association Stadium,Pune,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,3,Wickets,3 wickets,David Warner,League,186,20,Yes,No
706,2019,Sunrisers Hyderabad,Kolkata Knight Riders,VCA Stadium,Nagpur,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,6,Wickets,6 wickets,Jonny Bairstow,League,149,20,Yes,Yes
707,2019,Kings XI Punjab,Sunrisers Hyderabad,MA Chidambaram Stadium,Chennai,Sunrisers Hyderabad,Field,Kings XI Punjab,59,Runs,59 runs,Michael Hussey,League,136,20,No,Yes
708,2019,Sunrisers Hyderabad,Kings XI Punjab,Barabati Stadium,Cuttack,Kings XI Punjab,Field,Sunrisers Hyderabad,8,Wickets,8 wickets,Bhuvneshwar Kumar,League,180,20,No,Yes
709,2019,Rajasthan Royals,Kolkata Knight Riders,Punjab Cricket Association Stadium,Mohali,Rajasthan Royals,Bat,Kolkata Knight Riders,64,Runs,64 runs,Shubman Gill,League,178,20,No,No
710,2019,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Chennai Super Kings,Field,Kolkata Knight Riders,9,Wickets,9 wickets,Nitish Rana,League,168,20,No,Yes
711,2019,Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,Kolkata,Mumbai Indians,Field,Mumbai Indians,94,Runs,94 runs,Ishan Kishan,League,140,20,Yes,No
712,2019,Mumbai Indians,Chennai Super Kings,JSCA International Stadium,Ranchi,Chennai Super Kings,Bat,Chennai Super Kings,3,Wickets,3 wickets,,League,179,20,Yes,Yes
713,2019,Rajasthan Royals,Chennai Super Kings,Barabati Stadium,Cuttack,Chennai Super Kings,Field,Chennai Super Kings,49,Runs,49 runs,Ruturaj Gaikwad,League,147,20,Yes,No
714,2019,Royal Challengers Bangalore,Delhi Capitals,JSCA International Stadium,Ranchi,Royal Challengers Bangalore,Bat,Delhi Capitals,6,Wickets,6 wickets,Shikhar Dhawan,League,205,20,No,No
715,2019,Delhi Capitals,Royal Challengers Bangalore,DY Patil Stadium,Navi Mumbai,Royal Challengers Bangalore,Bat,Delhi Capitals,5,Wickets,5 wickets,Prithvi Shaw,League,178,20,No,No
716,2019,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata,Chennai Super Kings,Field,Kolkata Knight Riders,25,Runs,25 runs,Gautam Gambhir,League,189,20,No,Yes
717,2019,Kings XI Punjab,Chennai Super Kings,MA Chidambaram Stadium,Chennai,,Bat,Kings XI Punjab,4,Wickets,4 wickets,Yuvraj Singh,League,150,20,No,No
718,2019,Rajasthan Royals,Kolkata Knight Riders,Barabati Stadium,Cuttack,Rajasthan Royals,Field,Rajasthan Royals,3,Wickets,3 wickets,Yusuf Pathan,League,172,20,Yes,No
719,2019,Kolkata Knight Riders,Royal Challengers Bangalore,MA Chidambaram Stadium,Chennai,Kolkata Knight Riders,Bat,Kolkata Knight Riders,2,Wickets,2 wickets,Pat Cummins,League,185,20,Yes,Yes
720,2019,Kolkata Knight Riders,Delhi Capitals,DY Patil Stadium,Navi Mumbai,Delhi Capitals,Field,Kolkata Knight Riders,34,Runs,34 runs,Sunil Narine,League,203,20,No,Yes
721,2019,Chennai Super Kings,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,Bat,Chennai Super Kings,10,Wickets,10 wickets,Ruturaj Gaikwad,League,177,20,No,No
722,2019,Sunrisers Hyderabad,Kings XI Punjab,Shaheed Veer Narayan Singh International Stadium,Raipur,Sunrisers Hyderabad,Field,Kings XI Punjab,52,Runs,52 runs,Adam Gilchrist,League,176,20,No,Yes
723,2019,Mumbai Indians,Kings XI Punjab,Sawai Mansingh Stadium,Jaipur,Mumbai Indians,Field,Mumbai Indians,73,Runs,73 runs,Lasith Malinga,League,196,20,Yes,No
724,2019,Royal Challengers Bangalore,Rajasthan Royals,MA Chidambaram Stadium,Chennai,Rajasthan Royals,Bat,Rajasthan Royals,3,Wickets,3 wickets,Sanju Samson,League,219,20,Yes,Yes
725,2019,Delhi Capitals,Sunrisers Hyderabad,,Hyderabad,Delhi Capitals,Bat,Sunrisers Hyderabad,54,Runs,54 runs,Jonny Bairstow,League,145,20,No,No
726,2019,Rajasthan Royals,Mumbai Indians,Barabati Stadium,Cuttack,Mumbai Indians,Field,Mumbai Indians,3,Wickets,3 wickets,Tilak Varma,League,183,20,Yes,No
727,2019,Kings XI Punjab,Chennai Super Kings,M Chinnaswamy Stadium,Bangalore,Kings XI Punjab,Field,Chennai Super Kings,97,Runs,97 runs,Suresh Raina,League,162,20,No,Yes
728,2019,Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,Pune,Royal Challengers Bangalore,Bat,Rajasthan Royals,74,Runs,74 runs,Shane Warne,League,184,20,No,No
729,2019,Rajasthan Royals,Kolkata Knight Riders,Punjab Cricket Association Stadium,Mohali,Kolkata Knight Riders,Bat,Rajasthan Royals,1,Wickets,1 wickets,Riyan Parag,League,136,20,No,No
730,2019,Royal Challengers Bangalore,Delhi Capitals,Holkar Cricket Stadium,,Delhi Capitals,Field,Royal Challengers Bangalore,70,Runs,70 runs,Dinesh Karthik,League,207,20,No,Yes
731,2019,Rajasthan Royals,Royal Challengers Bangalore,HPCA Stadium,Dharamsala,Rajasthan Royals,Field,Rajasthan Royals,73,Runs,73 runs,Ajinkya Rahane,League,163,20,Yes,No
732,2019,Kings XI Punjab,Mumbai Indians,Sardar Patel Stadium,Ahmedabad,Mumbai Indians,Field,,38,Runs,38 runs,Suryakumar Yadav,League,132,20,Yes,No
733,2019,Kolkata Knight Riders,Chennai Super Kings,Maharashtra Cricket Association Stadium,Pune,Chennai Super Kings,Field,Kolkata Knight Riders,32,Runs,32 runs,Robin Uthappa,League,158,20,No,Yes
734,2019,Sunrisers Hyderabad,Kolkata Knight Riders,BRSABV Ekana Cricket Stadium,Lucknow,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,32,Runs,32 runs,Shubman Gill,League,197,20,No,No
735,2019,Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,3,Wickets,3 wickets,Wriddhiman Saha,League,152,20,Yes,No
736,2019,Rajasthan Royals,Mumbai Indians,Maharashtra Cricket Association Stadium,Pune,Mumbai Indians,Field,Mumbai Indians,8,Wickets,8 wickets,Lasith Malinga,League,136,20,Yes,No
737,2019,Royal Challengers Bangalore,Kings XI Punjab,Rajiv Gandhi International Stadium,Hyderabad,Royal Challengers Bangalore,Field,Kings XI Punjab,64,Runs,64 runs,Mohammad Shami,League,151,20,No,Yes
738,2019,Mumbai Indians,Rajasthan Royals,Rajiv Gandhi International Stadium,Hyderabad,Rajasthan Royals,Bat,Mumbai Indians,81,Runs,81 runs,Quinton de Kock,League,139,20,No,No
739,2019,Delhi Capitals,Mumbai Indians,M Chinnaswamy Stadium,Bangalore,Mumbai Indians,Bat,Mumbai Indians,8,Wickets,8 wickets,Rohit Sharma,League,166,20,Yes,Yes
740,2019,Kings XI Punjab,Rajasthan Royals,Brabourne Stadium,Mumbai,Kings XI Punjab,Field,Kings XI Punjab,7,Wickets,7 wickets,,League,166,20,Yes,No
741,2019,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,Bat,Chennai Super Kings,45,Runs,45 runs,Devon Conway,League,137,20,No,No
742,2019,Chennai Super Kings,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,Raipur,Chennai Super Kings,Field,Delhi Capitals,25,Runs,25 runs,Kagiso Rabada,League,166,20,No,Yes
743,2019,Royal Challengers Bangalore,Kolkata Knight Riders,Holkar Cricket Stadium,Indore,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,9,Runs,9 runs,AB de Villiers,League,159,20,Yes,No
744,2019,Rajasthan Royals,Delhi Capitals,DY Patil Stadium,Navi Mumbai,Delhi Capitals,Field,Rajasthan Royals,92,Runs,92 runs,Steven Smith,League,170,20,No,Yes
745,2019,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Chennai,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,51,Runs,51 runs,Travis Head,League,183,20,Yes,Yes
746,2019,Kolkata Knight Riders,Kings XI Punjab,Dr YS Rajasekhara Reddy ACA-VDCA Stadium,Visakhapatnam,Kolkata Knight Riders,Field,Kings XI Punjab,72,Runs,72 runs,David Miller,League,181,20,No,Yes
747,2019,Kings XI Punjab,Sunrisers Hyderabad,Wankhede Stadium,Mumbai,Sunrisers Hyderabad,Bat,Kings XI Punjab,2,Wickets,2 wickets,Adam Gilchrist,League,192,20,No,No
748,2019,Rajasthan Royals,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,Bat,Mumbai Indians,10,Wickets,10 wickets,Jasprit Bumrah,League,194,20,Yes,Yes
749,2019,Delhi Capitals,Kings XI Punjab,Sawai Mansingh Stadium,Jaipur,Delhi Capitals,Bat,Kings XI Punjab,10,Wickets,10 wickets,Mohammad Shami,League,130,20,No,No
750,2019,Royal Challengers Bangalore,Mumbai Indians,Eden Gardens,Kolkata,Mumbai Indians,Bat,Mumbai Indians,6,Wickets,6 wickets,Tilak Varma,League,220,20,Yes,Yes
751,2019,Royal Challengers Bangalore,Chennai Super Kings,VCA Stadium,Nagpur,Chennai Super Kings,Bat,Royal Challengers Bangalore,45,Runs,45 runs,AB de Villiers,League,170,20,No,No
752,2019,Royal Challengers Bangalore,Rajasthan Royals,DY Patil Stadium,Navi Mumbai,Rajasthan Royals,Field,Rajasthan Royals,61,Runs,61 runs,Ajinkya Rahane,League,201,20,Yes,No
753,2019,Mumbai Indians,Delhi Capitals,Narendra Modi Stadium,Ahmedabad,Delhi Capitals,Field,Delhi Capitals,5,Wickets,5 wickets,Rishabh Pant,League,141,20,Yes,No
754,2019,Royal Challengers Bangalore,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,Raipur,Delhi Capitals,Field,Delhi Capitals,5,Wickets,5 wickets,Rishabh Pant,League,170,20,Yes,No
755,2019,Chennai Super Kings,Delhi Capitals,HPCA Stadium,Dharamsala,Chennai Super Kings,Bat,Delhi Capitals,7,Wickets,7 wickets,Shreyas Iyer,League,146,20,No,No
756,2019,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,Mumbai,Chennai Super Kings,Bat,Chennai Super Kings,9,Wickets,9 wickets,Moeen Ali,Playoff,202,20,Yes,Yes
757,2019,Rajasthan Royals,Delhi Capitals,Brabourne Stadium,Mumbai,Rajasthan Royals,Bat,Rajasthan Royals,10,Wickets,10 wickets,Yusuf Pathan,Playoff,139,20,Yes,Yes
758,2019,Royal Challengers Bangalore,Delhi Capitals,VCA Stadium,Nagpur,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,26,Runs,26 runs,Rajat Patidar,Playoff,175,20,Yes,Yes
759,2019,Kolkata Knight Riders,Rajasthan Royals,Barabati Stadium,Cuttack,Rajasthan Royals,Bat,Rajasthan Royals,38,Runs,38 runs,Trent Boult,Final,183,20,Yes,Yes
760,2019,Delhi Capitals,Chennai Super Kings,,Jaipur,Chennai Super Kings,Bat,Delhi Capitals,64,Runs,64 runs,Anrich Nortje,Playoff,198,20,No,No
761,2020,Chennai Super Kings,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,Bat,Rajasthan Royals,5,Wickets,5 wickets,Shane Warne,League,158,20,Yes,Yes
762,2020,Kolkata Knight Riders,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,Field,Royal Challengers Bangalore,6,Wickets,6 wickets,Daniel Vettori,League,219,20,No,Yes
763,2020,Kolkata Knight Riders,Kings XI Punjab,Dubai International Cricket Stadium,Dubai,Kings XI Punjab,Field,Kings XI Punjab,51,Runs,51 runs,David Miller,League,186,20,Yes,No
764,2020,Mumbai Indians,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,Mumbai Indians,Field,Sunrisers Hyderabad,1,Wickets,1 wickets,Jonny Bairstow,League,198,20,No,Yes
765,2020,Royal Challengers Bangalore,Kings XI Punjab,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,Field,Kings XI Punjab,1,Wickets,1 wickets,Chris Gayle,League,188,20,No,Yes
766,2020,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,Sharjah,Mumbai Indians,Field,,7,Wickets,7 wickets,Suryakumar Yadav,League,146,20,Yes,No
767,2020,Kolkata Knight Riders,Delhi Capitals,Dubai International Cricket Stadium,Dubai,Delhi Capitals,Field,Kolkata Knight Riders,10,Wickets,10 wickets,BB McCullum,League,213,20,No,Yes
768,2020,Delhi Capitals,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,Field,Rajasthan Royals,10,Wickets,10 wickets,Shane Watson,League,206,20,Yes,No
769,2020,Chennai Super Kings,Kolkata Knight Riders,Dubai International Cricket Stadium,,,Field,Kolkata Knight Riders,9,Wickets,9 wickets,Yusuf Pathan,League,160,20,No,Yes
770,2020,Chennai Super Kings,Delhi Capitals,Dubai International Cricket Stadium,Dubai,Delhi Capitals,Bat,Delhi Capitals,55,Runs,55 runs,Axar Patel,League,161,20,Yes,Yes
771,2020,Sunrisers Hyderabad,Chennai Super Kings,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,Bat,Chennai Super Kings,28,Runs,28 runs,Dwayne Bravo,League,140,20,Yes,Yes
772,2020,Mumbai Indians,Kings XI Punjab,Sheikh Zayed Stadium,Abu Dhabi,Kings XI Punjab,Bat,Kings XI Punjab,6,Wickets,6 wickets,Mayank Agarwal,League,141,20,Yes,Yes
773,2020,Rajasthan Royals,Kings XI Punjab,Sharjah Cricket Stadium,Sharjah,Rajasthan Royals,Bat,Kings XI Punjab,80,Runs,80 runs,Mohammad Shami,League,164,20,No,No
774,2020,Rajasthan Royals,Kolkata Knight Riders,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,Bat,Kolkata Knight Riders,4,Wickets,4 wickets,Manoj Tiwary,League,161,20,No,No
775,2020,Sunrisers Hyderabad,Kings XI Punjab,Dubai International Cricket Stadium,Dubai,Kings XI Punjab,Field,Sunrisers Hyderabad,9,Wickets,9 wickets,Jonny Bairstow,League,151,20,No,Yes
776,2020,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,55,Runs,55 runs,Travis Head,League,175,20,Yes,No
777,2020,Rajasthan Royals,Sunrisers Hyderabad,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,Field,Rajasthan Royals,8,Wickets,8 wickets,Shane Warne,League,133,20,No,Yes
778,2020,Kings XI Punjab,Delhi Capitals,Dubai International Cricket Stadium,Dubai,Kings XI Punjab,Field,Kings XI Punjab,4,Wickets,4 wickets,Chris Gayle,League,131,20,Yes,No
779,2020,Rajasthan Royals,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Mumbai Indians,Bat,Rajasthan Royals,5,Runs,5 runs,Yuzvendra Chahal,League,161,20,No,No
780,2020,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,Delhi Capitals,Field,Chennai Super Kings,1,Wickets,1 wickets,Deepak Chahar,League,207,20,No,Yes
781,2020,Chennai Super Kings,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,Field,Rajasthan Royals,29,Runs,29 runs,Jos Buttler,League,208,20,No,Yes
782,2020,Sunrisers Hyderabad,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,62,Runs,62 runs,,League,132,20,Yes,Yes
783,2020,Rajasthan Royals,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,Field,Kolkata Knight Riders,8,Wickets,8 wickets,Sunil Narine,League,177,20,No,Yes
784,2020,Sunrisers Hyderabad,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,31,Runs,31 runs,Jonny Bairstow,League,142,20,Yes,No
785,2020,Mumbai Indians,Kings XI Punjab,Sharjah Cricket Stadium,Sharjah,Kings XI Punjab,Field,Kings XI Punjab,9,Runs,9 runs,KL Rahul,League,189,20,Yes,No
786,2020,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Mumbai Indians,Bat,Chennai Super Kings,56,Runs,56 runs,Devon Conway,League,147,20,No,No
787,2020,Chennai Super Kings,Mumbai Indians,Sheikh Zayed Stadium,Abu Dhabi,Chennai Super Kings,Field,Chennai Super Kings,95,Runs,95 runs,Devon Conway,League,188,20,Yes,No
788,2020,Sunrisers Hyderabad,Kolkata Knight Riders,Dubai International Cricket Stadium,Dubai,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,6,Wickets,6 wickets,Shubman Gill,League,180,20,No,No
789,2020,Delhi Capitals,Chennai Super Kings,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,Bat,Delhi Capitals,6,Wickets,6 wickets,Rishabh Pant,League,170,20,No,No
790,2020,Royal Challengers Bangalore,Kolkata Knight Riders,Sheikh Zayed Stadium,Abu Dhabi,Kolkata Knight Riders,Field,Royal Challengers Bangalore,3,Wickets,3 wickets,Glenn Maxwell,League,135,20,No,Yes
791,2020,Sunrisers Hyderabad,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,Field,Sunrisers Hyderabad,5,Wickets,5 wickets,Kane Williamson,League,211,20,No,Yes
792,2020,Chennai Super Kings,Royal Challengers Bangalore,Sheikh Zayed Stadium,Abu Dhabi,Royal Challengers Bangalore,Field,Royal Challengers Bangalore,72,Runs,72 runs,Daniel Vettori,League,191,20,Yes,No
793,2020,Mumbai Indians,Rajasthan Royals,Sheikh Zayed Stadium,Abu Dhabi,Mumbai Indians,Bat,Mumbai Indians,9,Wickets,9 wickets,Tilak Varma,League,212,20,Yes,Yes
794,2020,Delhi Capitals,Rajasthan Royals,Sharjah Cricket Stadium,Sharjah,Delhi Capitals,Bat,Delhi Capitals,2,Wickets,2 wickets,Anrich Nortje,League,219,20,Yes,Yes
795,2020,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,Abu Dhabi,Delhi Capitals,Bat,Delhi Capitals,46,Runs,46 runs,Prithvi Shaw,League,158,20,Yes,Yes
796,2020,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,Sharjah,Rajasthan Royals,Field,Mumbai Indians,54,Runs,54 runs,Tilak Varma,League,186,20,No,Yes
797,2020,Kolkata Knight Riders,Kings XI Punjab,Sharjah Cricket Stadium,Sharjah,Kings XI Punjab,Field,Kings XI Punjab,55,Runs,55 runs,Mohammad Shami,League,151,20,Yes,No
798,2020,Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,Bat,Rajasthan Royals,7,Wickets,7 wickets,Yuzvendra Chahal,League,203,20,Yes,Yes
799,2020,Kings XI Punjab,Delhi Capitals,Sheikh Zayed Stadium,Abu Dhabi,Kings XI Punjab,Field,,8,Wickets,8 wickets,Rishabh Pant,League,144,20,No,Yes
800,2020,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Mumbai Indians,Bat,Mumbai Indians,10,Wickets,10 wickets,Sachin Tendulkar,League,166,20,Yes,Yes
801,2020,Delhi Capitals,Royal Challengers Bangalore,Sharjah Cricket Stadium,Sharjah,Royal Challengers Bangalore,Bat,Royal Challengers Bangalore,50,Runs,50 runs,Daniel Vettori,League,130,20,Yes,Yes
802,2020,Kings XI Punjab,Kolkata Knight Riders,Dubai International Cricket Stadium,Dubai,Kolkata Knight Riders,Field,Kings XI Punjab,42,Runs,42 runs,KL Rahul,League,139,20,No,Yes
803,2020,Rajasthan Royals,Mumbai Indians,Sharjah Cricket Stadium,Sharjah,Rajasthan Royals,Field,Rajasthan Royals,3,Wickets,3 wickets,Steven Smith,League,217,20,Yes,No
804,2020,Delhi Capitals,Rajasthan Royals,Dubai International Cricket Stadium,Dubai,Rajasthan Royals,Field,Rajasthan Royals,68,Runs,68 runs,Trent Boult,League,185,20,Yes,No
805,2020,Royal Challengers Bangalore,Sunrisers Hyderabad,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,7,Wickets,7 wickets,Wriddhiman Saha,League,214,20,Yes,No
806,2020,Royal Challengers Bangalore,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Mumbai Indians,Field,Mumbai Indians,5,Wickets,5 wickets,Quinton de Kock,League,172,20,Yes,No
807,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Sheikh Zayed Stadium,Abu Dhabi,Sunrisers Hyderabad,Field,Kolkata Knight Riders,9,Wickets,9 wickets,Nitish Rana,League,214,20,No,Yes
808,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Dubai International Cricket Stadium,Dubai,Kolkata Knight Riders,Field,Sunrisers Hyderabad,8,Wickets,8 wickets,Rashid Khan,League,206,20,No,Yes
809,2020,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,Dubai,Chennai Super Kings,Field,Mumbai Indians,34,Runs,34 runs,Lasith Malinga,League,133,20,No,Yes
810,2020,Rajasthan Royals,Chennai Super Kings,Sharjah Cricket Stadium,Sharjah,Rajasthan Royals,Bat,Chennai Super Kings,25,Runs,25 runs,Michael Hussey,League,206,20,No,No
811,2020,Delhi Capitals,Royal Challengers Bangalore,Sharjah Cricket Stadium,,Delhi Capitals,Bat,Delhi Capitals,1,Wickets,1 wickets,Axar Patel,League,171,20,Yes,Yes
812,2020,Royal Challengers Bangalore,Rajasthan Royals,Sheikh Zayed Stadium,Abu Dhabi,Rajasthan Royals,Field,Royal Challengers Bangalore,10,Wickets,10 wickets,Virat Kohli,League,131,20,No,Yes
